,Unnamed: 0,text,keywords,BIO_tag
51,51,brodsky and have proposed formula for meson pair production which looks similar to except for different charge factor and the appearance of the timelike electromagnetic meson form factor instead of the annihilation form factor this formula was obtained from the leading twist result by neglecting part of the amplitudes with opposite photon helicities as has been pointed out this part is however not approximately independent of the pion distribution amplitude and not generically small we also remark that the appearance of in the amplitude is no longer observed if corrections from partonic transverse momentum in the hard scattering process are taken into account and that these corrections are not numerically small for the values of we are dealing notice further that two photon annihilation produces two pions in even state whereas the electromagnetic form factor projects on the odd state of pion pair in contrast our annihilation form factor is even as discussed finally due to particular charge factor the brodsky lepage formula leads to vanishing cross section for γγ annihilation into pairs of neutral ,"['annihilation form factor', 'Brodsky–Lepage formula', 'electromagnetic form factor', 'electromagnetic meson', 'formula', 'formula for meson pair production', 'hard scattering process', 'meson pair', 'meson pair production', 'neglecting part of the amplitudes with opposite photon helicities', 'neutral pseudoscalars', 'partonic transverse momentum', 'photon', 'photon helicities', 'pion pair', 'pions', 'R2π(s)', 'two-photon annihilation', 'vanishing cross section for γγ annihilation']",O O O O B O B I O O O O O O O O O O O O O O O O B I O O O O O B I I O O O O O O O O O O B I I I I I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O B I I O O O O O O O O O O O O O O O O O O O O O O O B O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I O O O O 
52,52,it has recently been demonstrated also and references that for self dual background the two loop qed effective action takes remarkably simple form that is very similar to the one loop action in the same background there are expectations that this similarity persists at higher loops and therefore there should be some remarkable structure encoded in the all loop effective action for gauge theories in the supersymmetric case one has to replace the requirement of self duality by that of relaxed super self duality in order to arrive at conclusions similar to those given in further progress in this direction may be achieved through the analysis of covariant supergraphs finally we believe that the results of this letter may be helpful in the context of the conjectured correspondence between the d3 brane action in and the low energy action for sym on its coulomb branch with the gauge group spontaneously broken to there have appeared two independent f6 tests of this conjecture with conflicting conclusions the approach advocated here provides the opportunity for further ,"['AdS5×S5', 'all-loop effective action', 'analysis of N=2 covariant supergraphs', 'Coulomb branch', 'covariant supergraphs', 'D3-brane action', 'F6 tests of this conjecture', 'gauge group', 'higher loops', 'one-loop action', 'SU(N)', 'SU(N−1)×U(1)', 'SU(N) SYM', 'two-loop QED', 'two-loop QED effective action']",O O O O O O O O O O O O O O B I I O O O O O O O O O O O O B I I O O O O O O O O O O O O B I O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O B I O O O O O O O O O O O O B I I I I O O O O O O O O O O O O 
53,53,ever since the identification of the paramagnetic centre in sio2 as an unpaired electron localised in an sp3 hybrid orbital of an si atom backbonded to three oxygen atoms number of attempts has been made at explaining the optical and electronic properties of sio2 in the presence of centres the irradiation or hole injection induces trapping of positive charge in thin layers of sio2 grown on silicon surfaces by thermal oxidation this effect has been correlated with paramagnetic centre signals and led to the initial assignment of the neutral oxygen vacancy as the major hole trap in sio2 in this model originally proposed for centres in quartz upon trapping hole one si atom from the two si atoms constituting the vacancy remains neutral and hosts the localised unpaired electron while its counterpart becomes positively charged although this model has initially been accepted widely for its simplicity it fails to account for number of observations such as the positive charge trapping without generation of centres the formation of high density of centres without the corresponding density of positive charge and the absence of correlation between the decrease of the centre density and the density of positive charge upon post irradiation electron injection in sio2 ,"['a-SiO2', 'E′ centre', 'E′ centres', 'E′ centres in α-quartz', 'explaining the optical and electronic properties of SiO2 in the presence of E′ centres', 'high density of E′ centres', 'hole injection', 'identification of the paramagnetic E′ centre in SiO2', 'irradiation', 'localised unpaired electron', 'major hole trap', 'neutral oxygen vacancy', 'oxygen atoms', 'paramagnetic E′ centre', 'paramagnetic E′ centre signals', 'positive charge', 'positive charge trapping', 'post-irradiation electron injection', 'Si atom', 'Si atoms', 'silicon surfaces', 'SiO2', 'sp3 hybrid orbital', 'thermal oxidation', 'trapping of positive charge in thin layers of a-SiO2 grown on silicon surfaces', 'unpaired electron']",O O O O O O O O O B O O B I O O O B I I O O B I O O O B I O O O O O O O O O O O O O O O O O O O O O B O B I O O O B I O O O O O O O B I O B I O O O O O O O O O O O O O O O O O B I I O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O 
54,54,the next important step might be the derivation of the dirac equation the creutz suggests that we should consider incorporating into the logical inference treatment the additional knowledge that one has objects hopping on lattice instead of particles moving in space time continuum recall that up to the description of the measurement scenario robustness etc is explicitly discrete in the continuum limit was taken only because our aim was to derive the pauli equation which is formulated in continuum space time of course the description of the motion of the particle in is entirely within continuum description but there is no fundamental obstacle to replace this treatment by proper treatment of objects hopping on lattice therefore it seems plausible that the logical inference approach can be extended to describe massless spin particles moving in continuum space time by considering the continuum limit of the corresponding lattice model an in depth general treatment of this problem is beyond the scope of the present paper and we therefore leave this interesting problem for future ,"['continuum space-time', 'Dirac equation', 'future research', 'lattice', 'lattice model', 'massless spin-1/2 particles', 'measurement scenario', 'motion of the particle', 'objects', 'objects hopping on a lattice instead of particles', 'particles moving in a space-time continuum', 'Pauli equation', 'The Creutz model']",O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O B O O B O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
55,55,the vibrational spectra of cysteine have been recorded and assigned in both solution and the solid state spectral assignments have been made using empirical force fields hartree fock calculations based on the isolated molecule approximation for systems that exhibit strong intermolecular interactions this approximation often leads to poor agreement between experiment and theory striking example is purine where study of the solid state vibrational spectra by isolated molecule and periodic calculations gave almost quantitative agreement between theory and experiment for the latter whereas the former gave only modest agreement and was unable to distinguish between the tautomers in the present case where the structure consists of ions linked by hydrogen bonds periodic calculations based on the complete primitive cell are essential the only work that includes some solid state effects used molecular dynamics but from which it is difficult to extract assignments the aim of this paper is to provide complete assignment of the vibrational spectra of cysteine in both the orthorhombic and monoclinic forms by the use of combination of computational and experimental ,"['complete primitive cell', 'computational and experimental methods', 'empirical force fields', 'Hartree–Fock calculations', 'hydrogen', 'ions', 'isolated molecule and periodic calculations', 'isolated molecule approximation', 'l-cysteine', 'molecular dynamics', 'periodic calculations', 'provide a complete assignment of the vibrational spectra of l-cysteine', 'purine', 'Spectral assignments', 'study of the solid state vibrational spectra', 'tautomers']",O O O O O O O O O O O O O O O O O B I O O O O B I I B I I O O O B I I O O O O O O O O O O O O O O O O O O O O O B O B I I I I I I O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O B O O B O O O O O O B I I O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
56,56,according to the ellipsometric spectra optical constants and other physical parameters can be extracted by an appropriate fitting model in order to estimate the optical constants dielectric functions of ni doped tio2 films three phase layered system film was utilized to study the ellipsometric spectra tio2 belongs to the wide band gap semiconductors considering the contribution of the m0 type critical point with the lowest three dimensions its dielectric function can be calculated by model in the model is the incident photon energy is the high frequency dielectric constant eobg is the optical gap energy and a0 and are the strength and broadening parameters of the eobg transition respectively as an example the experimental se of the film tn1 at an incident angle by dot scatter is shown in the fabry pérot interference oscillations due to multiple reflections within the film have been found in the photon energy from to which indicates that the films are transparent in this region note that good agreement of the experimental and calculated spectra is attained in the whole measured photon energy range the fitting thickness for film tn2 is 159nm which is very near to the value obtained by sem ,"['A0 and Γ', ""Adachi's model"", 'air/film/substrate', 'E', 'ellipsometric spectra', 'EOBG', 'Fabry–Pérot interference', 'high-frequency dielectric constant', 'incident photon energy', 'Ni-doped TiO2 films', 'optical constants', 'optical constants/dielectric', 'SE', 'SEM', 'semiconductors', 'strength and broadening parameters', 'three-phase layered system', 'ε∞', 'ε(Ε)=ε∞+{A0[2−(1+χ0)1/2−(1−χ0)1/2]}/(EOBG2/3χ02)', 'χ0=(E+iΓ)']",O O O B I B I O O O O O O O O O O O O O O O O O B I I O O B I I I B I I I O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O B I I I B O O O O O O O O O O B I I I O O O O O O O O O O B O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B 
57,57,recently fundamental research on ionic clathrate hydrates has experienced remarkable growth particularly over the last ten years previously beginning with the first paper on unusual hydrates of tetrabutylammonium salts in 1940 number of studies could be found on ionic clathrate hydrates semiclathrate before the unified terminology semiclathrate hydrate was generally accepted semiclathrate hydrates have been attracting increased attention because of their promising applications as phase change materials for refrigeration systems and in gas capture and storage in addition there is interesting speculation that semiclathrate hydrate may be regarded as representative substance for the study of thermal conductivity in clathrate hydrate in general this is because it can reduce characterization problems as solid sample since semiclathrate hydrate is formed around ambient temperature under atmospheric pressure and is easy to handle accurately measuring the thermal conductivity of semiclathrate hydrates which have many similarities to clathrate hydrates may make possible deeper understanding of the unique behavior of the thermal conductivity of clathrate hydrates and currently there are no experimental studies on the thermal conductivity of semiclathrate ,"['clathrate hydrates', 'gas capture and storage', 'ionic clathrate hydrates', 'measuring the thermal conductivity', 'phase change materials for refrigeration systems', 'semiclathrate hydrate', 'semiclathrate hydrates', 'Semiclathrate hydrates', 'study of thermal conductivity', 'thermal conductivity', 'unusual hydrates of tetrabutylammonium salts']",O O O O O B I O O O O O O O O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I I O O B I I I O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O 
58,58,structural properties are well reproduced by all models but the significant improvement of our potential stands in the elastic constants which relate to how the system responds to stress indeed structure and elasticity are important parameters for elucidating grain boundary stability all potential models correctly predict the relative stability of the defect energies the morelon potential model performed best as it was specifically derived to replicate defect formation energies but it largely underestimates the bulk modulus the energies calculated with the morl and the arima potential models are overestimated this is known disadvantage of using rigid ion models as the ionic polarisability is not taken into account for completeness we report two shell models with the best results given by the catlow potential model the morl along with the grimes shell potential model accurately reproduce the activation energy of oxygen migration migration path was the lowest energy and most favourable diffusion mechanism observed in bulk uo2 the major deficiency of the morl potential is that the cation defect energies are high and hence the number of cation defects will be underestimated however this should not be an issue unless this model was applied to processes such as grain growth where cation mobility will ,"['cation', 'Catlow potential model', 'diffusion mechanism', 'elucidating grain boundary stability', 'grain', 'grain growth', 'migration path', 'Morelon potential model', 'Morl, along with the Grimes shell potential model', 'Morl and the Arima potential models', 'Morl potential', 'oxygen', 'predict the relative stability of the defect energies', 'replicate defect formation energies', 'reproduce the activation energy of oxygen migration', 'rigid ion models', 'shell models', 'UO2']",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O O O B I I I I I I I O B I I O O O O O O O O B I I I O O O O O O O O O O O O B O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O B I O O O O O O O B I I O O B I I I I I I O O O O O O B O O O O O O O O O O B I O O O B O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O 
59,59,the main drawback of thermo oxidation in most actual devices and iter is its limitation to maintenance periods when the vessel walls can be heated up around 300 by hot helium injection through the cooling system and also because of the required reconditioning of the walls before plasma operation to remove the absorbed oxygen however the temperature achieved is not homogeneous over the vessel as it is limited to the distance to the cooling tubes and thus to the device design the analysis of this study is continuation of previous works done for the treatment of iter carbon co deposits so the temperatures studied are in the range of for divertor and 200 for main wall and remote parts at present due to budget restrains as well as due to tritium trapped in co deposited carbon layers iter will not use carbon materials at the divertor strike points in spite of their excellent resilience against large heat loads nevertheless many present experimental nuclear fusion devices tcv and new ones 60sa kstar wenderstein use carbon elements so the removal of carbon co deposits is still necessary for better device density control dust events etc the temperatures used in this work are not very different from the ones achievable in present devices such that the results can be extrapolated to them moreover even for iter this study could be useful if carbon materials have to be eventually installed in the case that operation with tungsten tiles at the strike points is precluded by unexpected ,"['carbon', 'carbon elements', 'carbon layers', 'carbon materials', 'cooling system', 'cooling tubes', 'DIII-D', 'divertor', 'dust', 'helium', 'ITER', 'ITER carbon', 'JT-60SA', 'KSTAR', 'main wall', 'nuclear fusion devices', 'oxygen', 'plasma density control', 'plasma operation', 'reconditioning', 'remote parts', 'removal of carbon co-deposits', 'TCV', 'thermo-oxidation', 'treatment of ITER carbon co-deposits', 'tritium', 'tungsten tiles', 'vessel', 'Wenderstein-7X']",O O O O B I O O O O O B O O O O O O O O B O O O O O O O O O B O O O B I O O O O O O B O O O O B I O O O O B O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O B O O O O O O B I O O O O O O O O O O O B O O O O B I O O O O B I O O O O O O O O O O O O O O O O O O O B I I B O O O O B O O O O O O B I I I I O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O 
60,60,in the supersymmetric case such small coupling for quartic interaction cannot be realized if the potential is lifted by the gauge term interactions since if so the coupling constant becomes of the order where is the gauge coupling constant in the standard model therefore we focus our attention on the flat directions for flat directions we have to be more careful since behaviors of the potential depend on which flat direction we consider in the mssm yukawa interactions exist in the superpotential to generate the fermion masses such yukawa interactions lift some of the flat directions in addition we can also find several flat directions which are not affected by the yukawa interactions associated with the fermion masses without parity violation such flat directions are only lifted by the effects of supersymmetry we assume that coefficients of non renormalizable terms are suppressed enough to be neglected this may be explained by the symmetry assigning charge 23 to each mssm chiral superfields for the ,"['behaviors of the potential', 'coefficients of non-renormalizable terms', 'D-flat directions', 'gauge coupling constant', 'gauge D-term interactions', 'MSSM chiral superfields', 'R-charge 23', 'R-symmetry', 'small coupling', 'small coupling for quartic interaction', 'standard model', 'the coupling constant λ', 'Yukawa interactions']",O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O B I I I O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O O O O O O O O O 
61,61,by the early 1970s and following the of general relativity that took place in the 1960s there was wide array of candidate theories of gravity in existence that could rival formalism was needed to deal with this great abundance of possibilities and this was provided in the form of the parameterised post newtonian formalism by kenneth nordtvedt kip thorne and clifford will the ppn formalism was built on the earlier work of eddington and dicke and allowed for the numerous theories available at the time to be compared to cutting edge astrophysical observations such as lunar laser ranging radio echo and in 1974 the hulse taylor binary pulsar the ppn formalism provided clear structure within which one could compare and assess various theories and has been the benchmark for how theories of gravity should be evaluated ever since we will give an outline of the ppn formalism and the constraints available within it today in ,"['benchmark for how theories of gravity should be evaluated', 'compare and assess', 'cutting edge astrophysical observations', 'general relativity', 'Hulse–Taylor binary pulsar', 'lunar laser ranging', 'Parameterised Post-Newtonian', 'PPN', 'PPN formalism', 'radio echo', 'theories of gravity']",O O O O O O O O B I O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O B I I I O O B I I B I O O O O B I I I O B I O O O O O O O B I I O O O O O O B I I I I I I I I O O O O O O O O O O O O O O O O O O O 
62,62,in all these studies the association between the transition and lateral cracking in the oxide layer depicts some interaction between the mechanical behaviour of the system and its corrosion kinetics but does not provide clear understanding of the morphology of the metal oxide interface during the corrosion process at the nanometre level understanding why this transition behaviour happens is critical when modelling the rate of growth of oxide and therefore to the lifetime prediction of zr clads and ultimately to the safety of nuclear power reactors no model will be complete without nanoscale understanding of what is going on during oxidation thus it is essential that the oxide scale and the top layers of the metal are studied at nanometre resolution to reveal the detailed structural and chemical changes associated with diffusion of oxygen and the resulting oxidation of the metal whilst number of techniques have been employed for this purpose it is clear that various techniques within transmission electron microscopy will be among the most versatile and informative for this purpose although additional information can be added by techniques such as atom probe ,"['atom probe tomography', 'corrosion process', 'diffusion of oxygen', 'metal:oxide interface', 'modelling the rate of growth of oxide', 'nuclear power reactors', 'oxidation', 'oxidation of the metal', 'oxide', 'oxide layer', 'oxide scale', 'oxygen', 'structural and chemical changes', 'TEM', 'the metal', 'top layers of the metal', 'transmission electron microscopy', 'understanding of the morphology of the metal:oxide interface', 'understanding of what is going on during oxidation', 'Understanding why this transition behaviour happens', 'Zr clads']",O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O B I I I I I I O O O O O O O B I O O O O O O B I I O O O O O O O O O O O O O O B O O O O O O B I O O B I I I I O O O O O O O O O B I I I O O B I I O O O B I I I O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O 
63,63,there exist some interesting cases where the deformation structure becomes simple one is the limit to the superspace where the action should reduce to super yang mills theory with adjoint matter another interesting case is the singlet deformation where the deformation parameters belongs to the singlet representation of the symmetry group in this letter we will study supersymmetric gauge theory in the harmonic superspace with singlet deformation in this case the gauge and supersymmetry transformations get correction linear in the deformation parameter therefore we can easily perform the field redefinition such that the component fields transform canonically under the gauge transformation in the case of super yang mills theory such field redefinition is also possible but in this case the component fields do not transform canonically under the deformed supersymmtery transformation in the singlet case we will show that there is field redefinition such that the redefined fields also transform canonically under the deformed supersymmetry we will construct deformed lagrangian which is invariant under both the gauge and supersymmetry transformations we find that the deformed lagrangian is characterized by single function of an antiholomorphic scalar ,"['antiholomorphic scalar field', 'component fields', 'correction linear', 'deformation parameter', 'deformation parameters', 'deformation structure', 'deformed Lagrangian', 'deformed supersymmetry', 'deformed supersymmtery transformation', 'field redefinition', 'gauge and supersymmetry transformations', 'gauge transformation', 'harmonic superspace', 'N=1/2 superspace', 'N=1/2 super-Yang–Mills theory', 'N=1/2 super-Yang–Mills theory with adjoint matter', 'N=2 supersymmetric U(1) gauge theory', 'R-symmetry group', 'single function', 'singlet case', 'singlet deformation', 'singlet representation', 'SU(2)R', 'the gauge and supersymmetry transformations', 'transform canonically under the deformed supersymmetry']",O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O O O O B I O O O O O O O O O O O O O O O B I O O O O O O O O O O O O B I O O O O O O O O O O B I O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O O O O 
64,64,an algorithm of multi axis nc tool path generation for subdivision surfaces is proposed the algorithm includes two steps model building and tool path generation in the section of model building in order to obtain the deformed surface the deformation vector is computed which is associated with the curvature and the slope of cutter location surface in the procedure of tool path generation the slicing procedure is adopted to get the cl points in addition the inversely converted method is used the method is tested by some examples with actual machining the results show that the method can effectively reduce the error of the scallop height for subdivision surface and obtain the better shape and quality in addition the computational complexity and is scalable and robust ,"['algorithm', 'algorithm of multi-axis NC tool-path generation', 'algorithm of multi-axis NC tool-path generation for subdivision surfaces', 'CL points', 'curvature and the slope of cutter location surface', 'cutter location surface', 'deformation vector', 'deformation vector is computed', 'inversely converted method', 'model building', 'obtain the deformed surface', 'scallop height', 'slicing procedure', 'some examples with actual machining', 'subdivision surface', 'subdivision surfaces', 'tested by some examples with actual machining', 'tool path generation']",O B O O O O B I I O B I O O O O O O O B I O O O O O O O O O O O O O B I I I O B I O O O O O O O B I I I I I I I O O O O O O O O B I O O O O O B I O O O B I I O O O O O O O B I I I I O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O 
65,65,surfactant is surface active agent in this work surfactant term will be used for compounds which improve the dispersability of the ci in the acid emulsifiers providing dispersed emulsion not while wetting the surface of the metallic material however surfactants can offer corrosion protection themselves some examples when the same compound was used as surfactant or active corrosion inhibitor ingredient are given below typical surfactants in the oilfield services industry are alkylphenol ethoxylates nonylphenol ethoxylate however npes have been banned from use in the north sea because of their toxicity on the other hand ethoxylated linear alcohols are more acceptable the quaternary ammonium salts and amines are the most used compounds of the cationic surfactants class where the cation is the surface active specie as the amines only function as surfactant in the protonated state they cannot be used at high ph on the other hand quaternary ammonium compounds frequently abbreviated as are not ph sensitive long chain quaternary ammonium bromides were also reported to work as efficient cis for steel materials frequently employed surfactant was dodecylpyridinium bromide anionic sulphates anionic sulphonates alkoxylated alkylphenol resins and polyoxyethylene sorbitan oleates are also useful surfactants ali reported that particularly useful surfactant is blend of polyethylene glycol esters of fatty acids and ethoxylated alkylphenols several examples of the surfactants used are given below in section ,"['acid', 'alkoxylated alkylphenol resins', 'alkylphenol ethoxylates', 'amines', 'amines (when protonated)', 'Anionic sulphates', 'anionic sulphonates', 'blend of polyethylene glycol esters of fatty acids and ethoxylated alkylphenols', 'cation', 'cationic surfactants class', 'CI', 'CIs', 'compounds which improve the dispersability', 'corrosion protection', 'DDPB', 'dispersed emulsion', 'emulsifiers', 'ethoxylated linear alcohols', 'improve the dispersability', 'Long-chain quaternary ammonium bromides', 'metallic material', 'N-dodecylpyridinium bromide', 'nonylphenol ethoxylate', 'NPE', 'NPEs', 'polyoxyethylene sorbitan oleates', 'protonated state', 'quaternary ammonium compounds', 'quaternary ammonium salts', 'quats', 'steel materials', 'surface active agent', 'surface active specie', 'surfactant', 'surfactant or active corrosion inhibitor', 'surfactants']",B O B I I O O O O O O O O O B I I I I O O B O O B B O B I O O O O O O O B I O B O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O B I B I O B O O O O O O O O O O O O O O O O O B I I O O O O B I I O B O O O O O O O B I I O O B O O O O O O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O O B O B I O O O O O O B I B I B I I O B I I O O O O O O O O O O O B I I I I I I I I I I O O O O O O O O O O O 
66,66,our aim is to introduce vector mesons in terms of lagrangian which satisfies the low energy current algebra one consistent method is in terms of non linear chiral lagrangian with hidden local symmetry in this theory the vector mesons emerge as dynamical vector mesons the three point vector pseudo scalar interaction is given by where stands for the vector pseudoscalar coupling some typical vertices of to pseudoscalar mesons are which is directly related to the decay width where pπ is the momentum of final state pions in the rest frame with we find we note in passing that the kawarabayashi suzuki riazuddin fayyazuddin relation gives the value thus the value of in and the two values in this paragraph differ by small amounts the strong four point vertices involving pions are obtained from the first two terms of the weak vertices are obtained from the definitions of q6 and q8 in the numerical work we shall use the value of from and also obtained from the decay ,"['(12)π+(p1)π−(p2)ρ0:h(p1−p2)μεμ', 'differ by small amounts', 'dynamical vector mesons', 'h', 'hidden local symmetry', 'ih4〈Vμ(P∂μP−∂μPP)〉', 'introduce vector mesons', 'Kawarabayashi–Suzuki–Riazuddin–Fayyazuddin relation', 'K+(p1)K¯0(p2)ρ−:h2(p1−p2)μεμ', 'Lagrangian', 'low energy current algebra', 'momentum of final state pions in the ρ rest frame', 'non-linear chiral Lagrangian', 'pπ', 'strong four-point vertices involving pions are obtained', 'vector mesons', 'vector-pseudoscalar coupling', 'vector-pseudo scalar interaction', ""vertices of ρ's to pseudoscalar mesons"", 'weak vertices are obtained', 'Γ(ρ)=h2(|pπ|)3/(6πmρ2)', 'π+(p1)π0(p2)ρ−:h(p1−p2)μεμ', 'ρ decay width']",O O O O B I I O O O B O O O B I I I O O O O O O O B I I I O B I I O O O O B I O O B I I O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O B I I I I O O O O O O O O O O O O O O O B I I I O B I I I I I I I O O O O O O O B I I I O O O O O O O O O O O O O O O O O O O O O O O O 
67,67,fig displays the growth of two of the main corrosion products that develop or form on the surface of cu40zn with time hydrozincite and cu2o it should be remembered that both phases were present already from start of the exposure the data is presented in absorbance units and allows comparisons to be made of the amounts of each species between the two cu40zn surfaces investigated dp and hz7 the tendency is very clear that the formation rates of both hydrozincite and cuprite are quite suppressed for cu40zn with preformed hydrozincite compared to the diamond polished surface in summary without being able to consider the formation of simonkolleite it can be concluded that an increased surface coverage of hydrozincite reduces the initial spreading ability of the nacl containing droplets and thereby lowers the overall formation rate of hydrozincite and ,"['absorbance units', 'comparisons to be made of the amounts of each species between the two Cu40Zn surfaces investigated', 'corrosion products', 'Cu2O', 'Cu40Zn', 'cuprite', 'diamond polished surface', 'DP', 'formation of simonkolleite', 'formation rate', 'formation rates', 'hydrozincite', 'HZ7', 'initial spreading', 'NaCl-containing droplets', 'simonkolleite']",O O O O O O O O O B I O O O O O O O O B O O B O B O O O O O O O O O O O O O O O O O O O O B I O O B I I I I I I I I I I I I I I I B O B O O O O O O O B I O O O O B O O O O O O O O O O O B I I O O O O O O O O O O B O O O O O O O O O O O O O B I O O O B I I O O O O O O O O O O 
68,68,although the basic mechanisms of the ad process are reasonably well understood it has not proved simple to apply existing theories to the interpretation of experimental data what is needed is combination of the ad theory and the electronic structure of realistic systems including surface defects and adsorbed species such electronic structure calculations are still complex and time consuming in many cases especially for insulating surfaces attempts to model mies spectra use simple or intuitive models in refs it is assumed that the main transition mechanism is auger de excitation and the mies spectra have been simulated by the surface density of states projected on the surface oxygen ions of the uppermost surface layer using hartree fock method crystal code and density functional theory method cetep code the effect of the overlap between the surface and wavefunctions was taken into account only approximately by applying an additional dependent exponential factor to the surface dos other workers estimated the ad transition probability using dos projected on to the projectile 1s atomic orbital however they were not able to use state of the art methods for the surface electronic structure yet the success of the simplified treatments especially for mies features such as relative energies of the different peaks suggests that real spectra are indeed related to the projection of the surface dos on to the projectile ,"['AD', 'adsorbed species', 'AD transition', 'Auger de-excitation', 'cetep code', 'crystal code', 'density functional theory', 'density of states', 'DFT', 'DOS', 'Hartree–Fock method', 'MIES', 'MIES spectra', 'surface defects', 'surface oxygen ions']",O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B I O B I O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O B I I O O B I O O O O O O B I I O O O O O O O O O O O O B I I B I O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O 
69,69,also could not resist mentioning another wild speculation many years ago inspired by the almost exact correspondence between post newtonian equations of gravity and equations of motion proposed the gravitipole in analogy with magnetic monopole after dirac there was considerable debate on how field theory of magnetic monopoles may be formulated eventually hooft and polyakov showed that the magnetic monopole exists as an extended solution in certain non abelian gauge theories most theorists now believe that electromagnetism is merely piece of grand unified theory and that magnetic monopoles exist might it not turn out that theory is but piece of bigger theory and that gravitipoles in grand unified theory the electromagnetic field is component of multiplet could it be that the gravitational field also somehow carries an internal index and that the field we observe is just component of throwing caution to the wind also asked in if the gravitipole and the graviton might not form representation under some dual group just as the magnetic monopole and the photon form triplet under the dual group of montonen and ,"[""Dirac's magnetic monopole"", ""Einstein's post-Newtonian equations of gravity"", 'electromagnetic field', 'electromagnetism', 'field theory of magnetic monopoles', 'gravitational field', 'gravitipole', 'gravitipoles', 'graviton', 'magnetic monopole', 'magnetic monopoles', ""Maxwell's equations of motion"", 'non-abelian gauge theories', 'photon']",O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O B I O O O O O O O O B I I I I O O O O O O O O O O O O O O O O O O O B I I I O O O O O B O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O B I O O O O O O O O O B I O O O O O O O O O O O O O O O O O O O O O O O O O O O O O B O O O O O O O O O O O O O O O B O O O O O O O O O 
